,TransactionTrend,Account,FamilyMembers,Gender,long,Name,AvgMonthlySpending,merchantId,CreditScore,merchantType,Age,lat,amount,BalanceAmount,PreviousDaySpending,accountType,CreditLimit,accountNumber,transactionId,IncomeCategory,name,NrOfDebCards,Tel,CrmSegment,ShortTermCredit,NrOfCredCards,feature_1
395,IncInc,230010929,4,F,19.07439,Virág Vilmos,115501,1052,NO,üzemanyag,37,47.558184,12281,255171,46101,AMEX,230000,5962 6104 1640 1013,5382376081,S,Shell Váci,1,3680494802,Young,N,0,0.0
1694,DecDec,230010895,4,N,19.07439,Borbély Adél,1008454,1052,XS,üzemanyag,47,47.558184,13943,597727,319677,JCB,370000,6346 0340 0363 4839,5382377380,S,Shell Váci,1,3680458235,TransCredit,Y,0,0.0
1695,DecDec,230010895,4,N,19.07439,Borbély Adél,1008454,1052,XS,üzemanyag,47,47.558184,9038,597727,319677,JCB,370000,6346 0340 0363 4839,5382377381,S,Shell Váci,1,3680458235,TransCredit,Y,0,0.0
1240,DecDec,230010724,3,N,19.07439,Szekeres Zselyke,651882,1052,S,üzemanyag,28,47.558184,8778,337748,297369,DINERS,1030000,0782 6898 4878 4070,5382376926,XXL,Shell Váci,2,3680126509,TransCredit,N,1,0.0
790,Inact,230010993,3,N,19.07439,Borbély Léna,973234,1052,S,üzemanyag,50,47.558184,16300,590503,116192,DINERS,1110000,7776 3572 9229 0477,5382376476,S,Shell Váci,1,3680110396,TransCredit,Y,0,0.0
491,Inact,230010950,2,N,19.07439,Borbély Maja,977628,1052,NO,üzemanyag,70,47.558184,13615,504388,220671,MASTERCARD,1050000,9988 9565 3534 1521,5382376177,L,Shell Váci,3,3680111000,NoTrans,N,1,0.0
882,Inact,230010950,2,N,19.07439,Borbély Maja,977628,1052,NO,üzemanyag,70,47.558184,18011,504388,220671,VISA,1050000,0542 4977 8636 4042,5382376568,L,Shell Váci,3,3680111000,NoTrans,N,1,0.0
1099,IncInc,230010963,2,F,19.07439,Székely Tibor,815869,1052,NO,üzemanyag,28,47.558184,14422,560549,37581,VISA,940000,5340 0606 1509 8320,5382376785,XS,Shell Váci,1,3680698942,CreditAct,Y,1,0.0
951,IncInc,230010963,2,F,19.07439,Székely Tibor,815869,1052,NO,üzemanyag,28,47.558184,10084,560549,37581,VISA,940000,5340 0606 1509 8320,5382376637,XS,Shell Váci,1,3680698942,CreditAct,Y,1,0.0
953,IncInc,230010963,2,F,19.07439,Székely Tibor,815869,1052,NO,üzemanyag,28,47.558184,10824,560549,37581,VISA,940000,5340 0606 1509 8320,5382376639,XS,Shell Váci,1,3680698942,CreditAct,Y,1,0.0
1157,Stab,230011033,1,N,19.07439,Bodnár Emese,237113,1052,M,üzemanyag,43,47.558184,5922,51740,96913,AMEX,160000,3763 9611 1988 5333,5382376843,XXL,Shell Váci,1,3680586686,Young,Y,2,0.0
1864,DecDec,230010938,5,N,19.07439,Orosz Luca,482001,1052,NO,üzemanyag,55,47.558184,12219,578935,29160,JCB,100000,6721 8344 0684 1357,5382377550,XS,Shell Váci,3,3680790305,CreditAct,Y,1,0.0
1865,DecDec,230010938,5,N,19.07439,Orosz Luca,482001,1052,NO,üzemanyag,55,47.558184,13251,578935,29160,JCB,100000,6721 8344 0684 1357,5382377551,XS,Shell Váci,3,3680790305,CreditAct,Y,1,0.0
2197,IncInc,230010800,5,F,19.07439,Kis Rikárdó,196793,1052,S,üzemanyag,50,47.558184,18613,486804,269672,AMEX,1040000,0458 2328 6663 3554,5382377883,XXL,Shell Váci,3,3680174551,TransCredit,Y,1,0.0
2198,IncInc,230010800,5,F,19.07439,Kis Rikárdó,196793,1052,S,üzemanyag,50,47.558184,11190,486804,269672,AMEX,1040000,0458 2328 6663 3554,5382377884,XXL,Shell Váci,3,3680174551,TransCredit,Y,1,0.0
159,Dec,230010875,3,F,19.07439,Balla Milán,17295,1052,XS,üzemanyag,44,47.558184,5296,201718,61491,DINERS,410000,9775 7063 3818 9542,5382375845,M,Shell Váci,1,3680510942,NoTrans,Y,1,0.0
108,Dec,230010875,3,F,19.07439,Balla Milán,17295,1052,XS,üzemanyag,44,47.558184,7337,201718,61491,DINERS,410000,9775 7063 3818 9542,5382375794,M,Shell Váci,1,3680510942,NoTrans,Y,1,0.0
1534,Inc,230010714,1,F,19.07439,Bakos Gergely,843260,1052,NO,üzemanyag,59,47.558184,11185,613197,139138,AMEX,480000,5949 4214 2437 4750,5382377220,XXL,Shell Váci,1,3680882556,Pension,N,0,0.0
1280,Inact,230010949,1,N,19.07439,Sipos Panna,421966,1052,XS,üzemanyag,34,47.558184,19330,513702,181966,MAESTRO,1030000,0461 3098 2061 6740,5382376966,L,Shell Váci,2,3680383491,CreditAct,N,0,0.0
1040,Inact,230010949,1,N,19.07439,Sipos Panna,421966,1052,XS,üzemanyag,34,47.558184,15830,513702,181966,MAESTRO,1030000,0461 3098 2061 6740,5382376726,L,Shell Váci,2,3680383491,CreditAct,N,0,0.0
2145,Stab,230011101,5,F,19.07439,Farkas István,942771,1052,XL,üzemanyag,51,47.558184,14702,271457,208799,MAESTRO,1140000,5597 2555 0392 6973,5382377831,M,Shell Váci,1,3680241681,TransCredit,N,2,0.0
1069,Dec,230011034,4,N,19.07439,Orbán Zselyke,701361,1052,M,üzemanyag,68,47.558184,17442,23007,177902,MAESTRO,830000,8647 5032 0362 4855,5382376755,S,Shell Váci,1,3680376299,NoTrans,N,1,0.0
452,DecDec,230010856,5,F,19.07439,Váradi Levente,822237,1052,S,üzemanyag,65,47.558184,16001,742444,92319,AMEX,690000,1036 1956 3046 0756,5382376138,M,Shell Váci,1,3680598341,CreditAct,Y,1,0.0
1892,Inact,230010896,1,F,19.07439,Sándor Erik,874050,1052,S,üzemanyag,37,47.558184,12793,377058,167236,MASTERCARD,350000,1977 4045 8499 1539,5382377578,XL,Shell Váci,1,3680857174,Pension,N,0,0.0
1848,Inact,230010896,1,F,19.07439,Sándor Erik,874050,1052,S,üzemanyag,37,47.558184,7292,377058,167236,MAESTRO,350000,4566 9341 8422 7531,5382377534,XL,Shell Váci,1,3680857174,Pension,N,0,0.0
247,Stab,230010832,3,F,19.07439,Hegedűs András,458801,1052,XS,üzemanyag,35,47.558184,18517,320235,256701,DINERS,560000,6889 7055 3080 9448,5382375933,XXL,Shell Váci,3,3680777550,TransCredit,N,1,0.0
1562,Dec,230010914,3,F,19.07439,Pap Sándor,749395,1052,XS,üzemanyag,67,47.558184,17176,542612,106033,MAESTRO,940000,7313 9441 9519 9456,5382377248,M,Shell Váci,3,3680393598,Pension,N,1,0.0
798,Dec,230011059,1,N,19.07439,Hegedüs Csenge,892272,1052,L,üzemanyag,21,47.558184,12153,166177,290906,MAESTRO,430000,2778 9006 7700 5871,5382376484,S,Shell Váci,1,3680135350,NoTrans,Y,3,0.0
1866,DecDec,230010939,2,F,19.07439,Orosz Richárd,218197,1052,NO,üzemanyag,75,47.558184,12799,286027,303660,MAESTRO,150000,2967 3525 2163 6947,5382377552,S,Shell Váci,1,3680578226,CreditAct,Y,0,0.0
126,DecDec,230010939,2,F,19.07439,Orosz Richárd,218197,1052,NO,üzemanyag,75,47.558184,8037,286027,303660,MASTERCARD,150000,0681 4468 0574 4693,5382375812,S,Shell Váci,1,3680578226,CreditAct,Y,0,0.0
527,DecDec,230010981,1,F,19.07439,Szalai Csongor,198222,1052,NO,üzemanyag,27,47.558184,17344,210161,172319,DINERS,810000,9330 5691 3616 0807,5382376213,M,Shell Váci,2,3680789380,Pension,Y,1,0.0
10,Inc,230010871,5,F,19.07439,Hegedűs Márk,844516,1052,S,üzemanyag,35,47.558184,15968,692734,211175,DINERS,190000,7783 5805 5010 9334,5382375696,XXL,Shell Váci,2,3680123046,Pension,Y,0,0.0
292,Dec,230010770,3,N,19.07439,Major Emília,153219,1052,NO,üzemanyag,71,47.558184,14471,478541,250967,AMEX,930000,9180 1627 2642 1249,5382375978,L,Shell Váci,3,3680624114,CreditAct,N,0,0.0
1828,Dec,230010858,5,F,19.07439,Fülöp Gergő,403873,1052,NO,üzemanyag,31,47.558184,11496,511384,270290,JCB,870000,7065 7842 9832 1636,5382377514,M,Shell Váci,3,3680344457,CreditAct,N,0,0.0
1555,DecDec,230010968,5,F,19.07439,Szilágyi Ferenc,205487,1052,XS,üzemanyag,69,47.558184,16898,217661,137108,VISA,170000,3220 1725 9299 2324,5382377241,XXL,Shell Váci,1,3680813259,CreditAct,Y,1,0.0
993,Inc,230010814,2,F,19.07439,Szabó Mihály,983228,1052,XS,üzemanyag,45,47.558184,10023,490671,60058,MAESTRO,880000,6905 9644 7745 1960,5382376679,XS,Shell Váci,2,3680593855,Pension,Y,0,0.0
983,IncInc,230010733,2,N,19.07439,Molnár Zsófia,410006,1052,XS,üzemanyag,21,47.558184,8154,431152,314003,JCB,960000,1615 3279 0259 2970,5382376669,M,Shell Váci,1,3680563026,Pension,Y,0,0.0
1023,Dec,230011074,4,F,19.07439,Deák Soma,971378,1052,XL,üzemanyag,25,47.558184,7782,58477,110517,AMEX,360000,0406 5046 1246 4459,5382376709,XXL,Shell Váci,2,3680313401,TransCredit,Y,2,1.0
1812,Inc,230010844,1,F,19.07439,Sipos Hunor,276600,1052,XS,üzemanyag,59,47.558184,10418,264412,88344,AMEX,330000,8842 4727 2686 5420,5382377498,L,Shell Váci,1,3680306477,Pension,Y,1,0.0
1670,Inc,230010844,1,F,19.07439,Sipos Hunor,276600,1052,XS,üzemanyag,59,47.558184,12709,264412,88344,JCB,330000,6480 1683 1472 7534,5382377356,L,Shell Váci,1,3680306477,Pension,Y,1,0.0
846,DecDec,230010900,1,F,19.07439,Antal Csanád,231003,1052,NO,üzemanyag,63,47.558184,15263,515274,84448,DINERS,430000,7170 8759 8314 7359,5382376532,M,Shell Váci,3,3680508694,NoTrans,N,1,0.0
649,Inc,230011020,3,N,19.07439,Szilágyi Flóra,645391,1052,XS,üzemanyag,18,47.558184,6606,591042,67005,MAESTRO,220000,0231 6668 3569 5132,5382376335,XL,Shell Váci,2,3680354003,NoTrans,Y,0,0.0
171,Inact,230011011,5,F,19.07439,Szekeres Csongor,738385,1052,NO,üzemanyag,54,47.558184,7818,379055,97451,DINERS,100000,5320 3251 0703 1281,5382375857,M,Shell Váci,2,3680137208,Pension,Y,0,0.0
180,Inact,230011011,5,F,19.07439,Szekeres Csongor,738385,1052,NO,üzemanyag,54,47.558184,16149,379055,97451,DINERS,100000,5320 3251 0703 1281,5382375866,M,Shell Váci,2,3680137208,Pension,Y,0,0.0
1210,Inact,230010762,1,N,19.07439,Faragó Zoé,262330,1052,S,üzemanyag,53,47.558184,10177,332718,110139,AMEX,310000,3595 3093 0028 0254,5382376896,XXL,Shell Váci,2,3680775045,Pension,Y,1,0.0
1214,Inact,230010762,1,N,19.07439,Faragó Zoé,262330,1052,S,üzemanyag,53,47.558184,17078,332718,110139,AMEX,310000,3595 3093 0028 0254,5382376900,XXL,Shell Váci,2,3680775045,Pension,Y,1,0.0
541,IncInc,230011037,5,F,19.07439,Csonka Kende,347948,1052,XL,üzemanyag,63,47.558184,19501,60436,258523,MAESTRO,840000,7122 5918 2993 5446,5382376227,XL,Shell Váci,2,3680177004,Pension,Y,3,0.0
1569,Stab,230010888,1,N,19.07439,Fodor Liza,537697,1052,S,üzemanyag,63,47.558184,15633,401477,156436,VISA,160000,1952 8412 3275 0378,5382377255,XXL,Shell Váci,2,3680734012,CreditAct,N,0,0.0
1769,Inact,230010905,5,N,19.07439,Fábián Kinga,99755,1052,NO,üzemanyag,75,47.558184,13341,158989,75576,JCB,110000,5624 9542 5359 2510,5382377455,XXL,Shell Váci,3,3680536502,NoTrans,Y,0,0.0
747,Inc,230010787,5,N,19.07439,Szekeres Mira,620225,1052,S,üzemanyag,32,47.558184,6746,492373,19532,MASTERCARD,820000,7383 3644 1248 4331,5382376433,XL,Shell Váci,2,3680740817,Pension,N,1,0.0
362,Inact,230011051,5,N,19.07439,Lukács Júlia,847195,1052,XL,üzemanyag,46,47.558184,17728,200105,261187,JCB,1100000,0394 4732 2091 9798,5382376048,L,Shell Váci,1,3680744801,Young,Y,1,0.0
328,IncInc,230011083,4,N,19.07439,Fülöp Lara,188225,1052,L,üzemanyag,72,47.558184,17927,20039,98750,MASTERCARD,1040000,1793 2762 8266 2211,5382376014,S,Shell Váci,1,3680128216,TransCredit,N,1,0.0
1398,DecDec,230011076,1,F,19.07439,Virág Botond,793265,1052,L,üzemanyag,38,47.558184,14327,257045,215309,DINERS,1050000,8963 1669 0373 8696,5382377084,XS,Shell Váci,1,3680151436,CreditAct,Y,2,0.0
2071,Inact,230011092,2,F,19.07439,Takács Mátyás,843104,1052,L,üzemanyag,73,47.558184,19703,31755,152100,VISA,970000,3933 5653 6214 4136,5382377757,XS,Shell Váci,1,3680101950,CreditAct,N,1,0.0
2076,Inact,230011092,2,F,19.07439,Takács Mátyás,843104,1052,L,üzemanyag,73,47.558184,13301,31755,152100,VISA,970000,3933 5653 6214 4136,5382377762,XS,Shell Váci,1,3680101950,CreditAct,N,1,0.0
1722,Inact,230010920,4,F,19.07439,Borbély Zoltán,721831,1052,XS,üzemanyag,57,47.558184,10077,499525,58430,MAESTRO,860000,2763 8752 2748 8866,5382377408,L,Shell Váci,3,3680395053,TransCredit,N,0,0.0
2285,Dec,230010830,2,N,19.07439,Simon Mira,248071,1052,XS,üzemanyag,71,47.558184,7332,263786,97046,DINERS,980000,4376 1611 5685 3730,5382377971,L,Shell Váci,2,3680277046,TransCredit,N,0,0.0
1724,Inc,230010828,4,F,19.07439,Takács Dominik,217977,1052,S,üzemanyag,63,47.558184,5009,178639,79765,DINERS,1020000,1445 0488 3191 9443,5382377410,L,Shell Váci,1,3680459845,TransCredit,N,1,0.0
1965,Stab,230010827,4,F,19.07439,Novák József,397407,1052,S,üzemanyag,35,47.558184,7315,724727,68779,JCB,940000,9713 7336 4516 3960,5382377651,XL,Shell Váci,2,3680865321,CreditAct,Y,1,0.0
1482,DecDec,230010862,2,F,19.07439,Vass Roland,937811,1052,NO,üzemanyag,50,47.558184,17764,654643,186837,VISA,500000,9682 2531 4741 5035,5382377168,XS,Shell Váci,2,3680732220,Pension,N,1,0.0
1485,DecDec,230010862,2,F,19.07439,Vass Roland,937811,1052,NO,üzemanyag,50,47.558184,9444,654643,186837,VISA,500000,9682 2531 4741 5035,5382377171,XS,Shell Váci,2,3680732220,Pension,N,1,0.0
822,Dec,230010912,3,F,19.07439,Szőke Martin,248160,1052,NO,üzemanyag,35,47.558184,18329,650818,67566,DINERS,160000,9813 3571 6789 1540,5382376508,XL,Shell Váci,2,3680136666,NoTrans,Y,0,0.0
1600,Inc,230011099,3,N,19.07439,Fábián Leila,284142,1052,M,üzemanyag,52,47.558184,16305,28867,222268,AMEX,1050000,0476 9954 5877 9792,5382377286,M,Shell Váci,3,3680296807,Pension,N,1,0.0
1682,Stab,230010732,5,F,19.07439,Barta Róbert,716646,1052,XS,üzemanyag,74,47.558184,10343,510676,289948,MAESTRO,760000,5199 2607 7106 8490,5382377368,S,Shell Váci,2,3680573540,Young,N,1,0.0
1684,Stab,230010732,5,F,19.07439,Barta Róbert,716646,1052,XS,üzemanyag,74,47.558184,12271,510676,289948,MAESTRO,760000,5199 2607 7106 8490,5382377370,S,Shell Váci,2,3680573540,Young,N,1,0.0
1839,IncInc,230010919,1,F,19.07439,Kis Milán,949427,1052,XS,üzemanyag,48,47.558184,12275,624674,40911,DINERS,1100000,6329 3590 6869 9905,5382377525,XL,Shell Váci,1,3680160491,NoTrans,N,1,0.0
1909,Inc,230010739,2,F,19.07439,Fodor Hunor,749888,1052,NO,üzemanyag,42,47.558184,17033,545197,240733,VISA,570000,4928 0865 3188 7461,5382377595,M,Shell Váci,1,3680202262,Pension,Y,1,0.0
956,Inc,230010861,3,N,19.1347594,Szekeres Zoé,480216,1021,NO,ruházat,32,47.5024646,13411,383708,236324,JCB,1140000,3331 4224 5091 7498,5382376642,XS,TomTailor ÁR,2,3680603204,CreditAct,Y,0,0.0
1652,Dec,230010876,3,N,19.1347594,Veres Szonja,834587,1021,S,ruházat,26,47.5024646,17855,568440,66903,JCB,450000,9785 1376 3758 6057,5382377338,L,TomTailor ÁR,1,3680363144,CreditAct,Y,0,0.0
2271,IncInc,230010995,1,F,19.1347594,Borbély Vince,321466,1021,S,ruházat,22,47.5024646,9434,278104,160518,VISA,1130000,6969 8044 0342 0955,5382377957,XL,TomTailor ÁR,1,3680429023,Young,Y,1,0.0
1505,Dec,230010731,1,N,19.1347594,Máté Luca,204703,1021,S,ruházat,69,47.5024646,23733,452205,42106,MAESTRO,870000,3174 6039 8839 7470,5382377191,L,TomTailor ÁR,3,3680653425,TransCredit,Y,0,0.0
188,Stab,230010937,2,N,19.1347594,Kis Hanna,621378,1021,S,ruházat,38,47.5024646,21248,533414,198572,VISA,560000,9936 0608 9346 8686,5382375874,XL,TomTailor ÁR,2,3680725706,CreditAct,Y,1,0.0
1458,Inc,230011103,2,N,19.1347594,Orsós Alíz,299496,1021,M,ruházat,20,47.5024646,17765,67209,58049,JCB,380000,8988 8878 4206 7564,5382377144,S,TomTailor ÁR,2,3680494786,Pension,Y,2,0.0
2033,Dec,230011073,4,F,19.1347594,Fodor Alex,692076,1021,XL,ruházat,64,47.5024646,25712,84796,140109,DINERS,810000,3916 0706 6664 4439,5382377719,XXL,TomTailor ÁR,1,3680570312,Young,Y,2,0.0
613,Dec,230010837,3,F,19.1347594,Bálint Patrik,251673,1021,NO,ruházat,74,47.5024646,24971,648224,26442,MASTERCARD,100000,2091 8726 7768 4363,5382376299,L,TomTailor ÁR,3,3680827753,NoTrans,Y,0,0.0
1926,Inc,230010788,1,F,19.1347594,Katona Benedek,243901,1021,NO,ruházat,38,47.5024646,9448,581048,176753,AMEX,720000,7839 5456 1318 1890,5382377612,L,TomTailor ÁR,1,3680420503,Pension,Y,1,0.0
1363,Inc,230010788,1,F,19.1347594,Katona Benedek,243901,1021,NO,ruházat,38,47.5024646,15683,581048,176753,MASTERCARD,720000,2653 6699 7459 3065,5382377049,L,TomTailor ÁR,1,3680420503,Pension,Y,1,0.0
1790,Stab,230010990,5,F,19.1347594,Kiss Bálint,799170,1021,XS,ruházat,24,47.5024646,5020,651875,83755,JCB,560000,6302 0544 3691 1873,5382377476,L,TomTailor ÁR,3,3680871635,TransCredit,N,1,0.0
276,Inact,230010767,3,F,19.1347594,Tóth Martin,947192,1021,XS,ruházat,72,47.5024646,5916,665283,69388,MASTERCARD,490000,5924 4889 3906 2546,5382375962,XXL,TomTailor ÁR,3,3680779528,CreditAct,Y,1,0.0
859,IncInc,230011060,2,N,19.1347594,Németh Fruzsina,417268,1021,L,ruházat,70,47.5024646,18399,84393,187058,DINERS,1110000,8985 0097 1574 4678,5382376545,XL,TomTailor ÁR,1,3680400584,Pension,Y,3,0.0
559,Stab,230011019,2,N,19.1347594,Hajdu Jázmin,314563,1021,XS,ruházat,30,47.5024646,13644,718239,260613,MAESTRO,870000,6509 7565 8598 2707,5382376245,S,TomTailor ÁR,2,3680523764,CreditAct,N,1,0.0
2275,Stab,230011019,2,N,19.1347594,Hajdu Jázmin,314563,1021,XS,ruházat,30,47.5024646,15024,718239,260613,DINERS,870000,1815 7542 5247 8942,5382377961,S,TomTailor ÁR,2,3680523764,CreditAct,N,1,0.0
881,Inact,230010950,2,N,19.1347594,Borbély Maja,977628,1021,NO,ruházat,70,47.5024646,8932,504388,220671,VISA,1050000,0542 4977 8636 4042,5382376567,L,TomTailor ÁR,3,3680111000,NoTrans,N,1,0.0
935,DecDec,230010796,5,F,19.1347594,Fodor Márton,703147,1021,NO,ruházat,57,47.5024646,24141,656261,288466,MASTERCARD,850000,5268 6716 5701 9218,5382376621,XXL,TomTailor ÁR,3,3680280760,Young,N,1,0.0
2195,IncInc,230010800,5,F,19.1347594,Kis Rikárdó,196793,1021,S,ruházat,50,47.5024646,13479,486804,269672,AMEX,1040000,0458 2328 6663 3554,5382377881,XXL,TomTailor ÁR,3,3680174551,TransCredit,Y,1,0.0
807,DecDec,230010901,4,N,19.1347594,Lukács Kinga,965850,1021,XS,ruházat,50,47.5024646,23530,701002,108633,JCB,410000,5919 8087 0381 2885,5382376493,XL,TomTailor ÁR,3,3680421859,Young,N,0,0.0
1535,Inc,230010714,1,F,19.1347594,Bakos Gergely,843260,1021,NO,ruházat,59,47.5024646,24511,613197,139138,AMEX,480000,5949 4214 2437 4750,5382377221,XXL,TomTailor ÁR,1,3680882556,Pension,N,0,0.0
2170,Stab,230010980,5,F,19.1347594,Tóth Kristóf,777678,1021,NO,ruházat,64,47.5024646,15519,696696,183352,AMEX,140000,8217 9832 6494 2722,5382377856,XS,TomTailor ÁR,1,3680272575,Pension,Y,0,0.0
2044,Inc,230010948,3,F,19.1347594,Lukács Patrik,352804,1021,XS,ruházat,52,47.5024646,13342,404388,54013,DINERS,230000,8824 8790 1125 3726,5382377730,XS,TomTailor ÁR,2,3680770337,TransCredit,N,0,0.0
2046,Inc,230010948,3,F,19.1347594,Lukács Patrik,352804,1021,XS,ruházat,52,47.5024646,13663,404388,54013,DINERS,230000,8824 8790 1125 3726,5382377732,XS,TomTailor ÁR,2,3680770337,TransCredit,N,0,0.0
2053,Stab,230011101,5,F,19.1347594,Farkas István,942771,1021,XL,ruházat,51,47.5024646,12020,271457,208799,MAESTRO,1140000,5597 2555 0392 6973,5382377739,M,TomTailor ÁR,1,3680241681,TransCredit,N,2,0.0
590,Stab,230010909,1,N,19.1347594,Bálint Rebeka,161951,1021,S,ruházat,26,47.5024646,19190,673892,109302,AMEX,460000,0067 3525 1803 4286,5382376276,XL,TomTailor ÁR,2,3680379666,Pension,Y,0,0.0
455,DecDec,230010856,5,F,19.1347594,Váradi Levente,822237,1021,S,ruházat,65,47.5024646,20331,742444,92319,AMEX,690000,1036 1956 3046 0756,5382376141,M,TomTailor ÁR,1,3680598341,CreditAct,Y,1,0.0
458,DecDec,230010856,5,F,19.1347594,Váradi Levente,822237,1021,S,ruházat,65,47.5024646,6568,742444,92319,AMEX,690000,1036 1956 3046 0756,5382376144,M,TomTailor ÁR,1,3680598341,CreditAct,Y,1,0.0
920,IncInc,230011054,1,F,19.1347594,Kocsis Sándor,265766,1021,L,ruházat,21,47.5024646,18126,28425,47709,MAESTRO,990000,8855 9270 7806 6001,5382376606,XL,TomTailor ÁR,2,3680223155,Young,Y,3,0.0
724,Stab,230011040,5,F,19.1347594,Faragó Áron,858983,1021,L,ruházat,73,47.5024646,10334,219935,112348,DINERS,900000,3198 4066 9043 8461,5382376410,XL,TomTailor ÁR,3,3680159834,Young,Y,3,1.0
1218,Dec,230011088,4,F,19.1347594,Orosz Noel,298560,1021,L,ruházat,38,47.5024646,19752,99352,54702,DINERS,700000,3791 9448 3982 0933,5382376904,XS,TomTailor ÁR,3,3680504147,CreditAct,N,2,0.0
1630,Stab,230011089,1,N,19.1347594,Nagy Fruzsina,831430,1021,L,ruházat,68,47.5024646,18872,12242,101114,MASTERCARD,110000,1563 7833 1810 4812,5382377316,XS,TomTailor ÁR,2,3680844089,Pension,N,2,0.0
1748,Stab,230011043,2,N,19.1347594,Pintér Lara,680394,1021,XL,ruházat,43,47.5024646,20778,133666,136745,AMEX,1130000,0385 8912 8835 2574,5382377434,XS,TomTailor ÁR,2,3680102009,Pension,N,2,0.0
1785,IncInc,230011086,1,F,19.1347594,Szilágyi Norbert,600153,1021,L,ruházat,31,47.5024646,18087,135335,271404,VISA,110000,3779 5343 6832 4281,5382377471,M,TomTailor ÁR,1,3680193056,TransCredit,Y,1,0.0
1468,IncInc,230011086,1,F,19.1347594,Szilágyi Norbert,600153,1021,L,ruházat,31,47.5024646,22383,135335,271404,MASTERCARD,110000,4842 9051 9875 0714,5382377154,M,TomTailor ÁR,1,3680193056,TransCredit,Y,1,0.0
4,Inc,230010871,5,F,19.1347594,Hegedűs Márk,844516,1021,S,ruházat,35,47.5024646,7087,692734,211175,DINERS,190000,7783 5805 5010 9334,5382375690,XXL,TomTailor ÁR,2,3680123046,Pension,Y,0,0.0
1763,Inc,230010871,5,F,19.1347594,Hegedűs Márk,844516,1021,S,ruházat,35,47.5024646,7029,692734,211175,DINERS,190000,7783 5805 5010 9334,5382377449,XXL,TomTailor ÁR,2,3680123046,Pension,Y,0,0.0
1166,DecDec,230010823,2,F,19.1347594,Halász Gábor,631262,1021,S,ruházat,64,47.5024646,11797,354417,244908,AMEX,1160000,2295 7049 2043 7972,5382376852,M,TomTailor ÁR,2,3680820585,CreditAct,N,1,0.0
68,DecDec,230010970,3,N,19.1347594,Somogyi Adél,586850,1021,XS,ruházat,57,47.5024646,18723,404791,268832,VISA,700000,8848 8862 9251 5230,5382375754,XS,TomTailor ÁR,1,3680743413,NoTrans,Y,0,0.0
836,Dec,230011074,4,F,19.1347594,Deák Soma,971378,1021,XL,ruházat,25,47.5024646,12241,58477,110517,AMEX,360000,0406 5046 1246 4459,5382376522,XXL,TomTailor ÁR,2,3680313401,TransCredit,Y,2,0.0
1120,Inc,230010844,1,F,19.1347594,Sipos Hunor,276600,1021,XS,ruházat,59,47.5024646,17944,264412,88344,JCB,330000,6480 1683 1472 7534,5382376806,L,TomTailor ÁR,1,3680306477,Pension,Y,1,0.0
383,IncInc,230010742,2,F,19.1347594,Váradi István,402006,1021,NO,ruházat,69,47.5024646,13252,278690,269935,MASTERCARD,980000,4454 0711 4615 7445,5382376069,S,TomTailor ÁR,2,3680188467,NoTrans,N,1,0.0
1441,IncInc,230010742,2,F,19.1347594,Váradi István,402006,1021,NO,ruházat,69,47.5024646,24585,278690,269935,MASTERCARD,980000,3883 7792 3703 5066,5382377127,S,TomTailor ÁR,2,3680188467,NoTrans,N,1,0.0
1870,Inact,230010824,1,F,19.1347594,Németh József,770544,1021,NO,ruházat,68,47.5024646,16828,753767,108400,JCB,650000,1320 1379 7827 5924,5382377556,XXL,TomTailor ÁR,3,3680147654,Pension,Y,0,0.0
2236,DecDec,230010900,1,F,19.1347594,Antal Csanád,231003,1021,NO,ruházat,63,47.5024646,12021,515274,84448,VISA,430000,4254 1535 3735 8741,5382377922,M,TomTailor ÁR,3,3680508694,NoTrans,N,1,0.0
843,DecDec,230010900,1,F,19.1347594,Antal Csanád,231003,1021,NO,ruházat,63,47.5024646,24673,515274,84448,DINERS,430000,7170 8759 8314 7359,5382376529,M,TomTailor ÁR,3,3680508694,NoTrans,N,1,0.0
533,Inact,230011011,5,F,19.1347594,Szekeres Csongor,738385,1021,NO,ruházat,54,47.5024646,22096,379055,97451,DINERS,100000,5320 3251 0703 1281,5382376219,M,TomTailor ÁR,2,3680137208,Pension,Y,0,0.0
179,Inact,230011011,5,F,19.1347594,Szekeres Csongor,738385,1021,NO,ruházat,54,47.5024646,8769,379055,97451,DINERS,100000,5320 3251 0703 1281,5382375865,M,TomTailor ÁR,2,3680137208,Pension,Y,0,0.0
1648,Dec,230010713,4,F,19.1347594,Pap Dávid,911345,1021,NO,ruházat,38,47.5024646,10764,641557,140355,DINERS,230000,6603 0537 9651 6524,5382377334,L,TomTailor ÁR,1,3680291312,NoTrans,Y,0,0.0
871,IncInc,230011037,5,F,19.1347594,Csonka Kende,347948,1021,XL,ruházat,63,47.5024646,11628,60436,258523,MAESTRO,840000,7122 5918 2993 5446,5382376557,XL,TomTailor ÁR,2,3680177004,Pension,Y,3,0.0
873,IncInc,230011037,5,F,19.1347594,Csonka Kende,347948,1021,XL,ruházat,63,47.5024646,13531,60436,258523,MAESTRO,840000,7122 5918 2993 5446,5382376559,XL,TomTailor ÁR,2,3680177004,Pension,Y,3,0.0
