"idx";"accountNumber";"accountType";"merchantId";"merchantType";"transactionId";"amount";"currency";"isCardPresent";"transactionTimeStamp";"feature_1"
"620";"9636 0824 6567 5090";"VISA";"1051";"üzemanyag";"5382370279";"6607";"HUF";"True";"1522614712.0";"0"
"1637";"8989 8891 0744 7647";"JCB";"1060";"szórakozás";"5382371296";"6547";"HUF";"True";"1522614759.0";"0"
"84";"3494 2421 5232 5605";"MAESTRO";"1041";"elektronikai";"5382369743";"12431";"HUF";"True";"1522614778.0";"0"
"1142";"0950 9243 6487 0559";"MASTERCARD";"1042";"elektronikai";"5382370801";"217467";"HUF";"True";"1522614804.0";"0"
"2326";"0332 4183 7063 2286";"VISA";"1022";"ruházat";"5382371985";"19101";"HUF";"True";"1522614876.0";"0"
"1981";"3263 8795 1362 2099";"MASTERCARD";"1031";"egészség";"5382371640";"30551";"HUF";"True";"1522614884.0";"0"
"1672";"6831 1791 2809 0561";"MASTERCARD";"1020";"ruházat";"5382371331";"19444";"HUF";"True";"1522614948.0";"0"
"1241";"3930 0689 1012 2079";"VISA";"1020";"ruházat";"5382370900";"25541";"HUF";"True";"1522614960.0";"0"
"403";"8006 4228 9463 1621";"MASTERCARD";"1040";"elektronikai";"5382370062";"130416";"HUF";"True";"1522614972.0";"0"
"621";"9636 0824 6567 5090";"VISA";"1021";"ruházat";"5382370280";"13997";"HUF";"True";"1522615012.0";"0"
"1638";"8989 8891 0744 7647";"JCB";"1061";"szórakozás";"5382371297";"2432";"HUF";"True";"1522615059.0";"0"
"85";"3494 2421 5232 5605";"MAESTRO";"1010";"étterem";"5382369744";"7618";"HUF";"True";"1522615078.0";"0"
"1143";"0950 9243 6487 0559";"MASTERCARD";"1071";"könyv";"5382370802";"5738";"HUF";"True";"1522615104.0";"0"
"2327";"0332 4183 7063 2286";"VISA";"1051";"üzemanyag";"5382371986";"13861";"HUF";"True";"1522615176.0";"0"
"1982";"3263 8795 1362 2099";"MASTERCARD";"1001";"élelmiszer";"5382371641";"30473";"HUF";"True";"1522615184.0";"0"
"792";"5174 7321 1862 2599";"JCB";"1080";"utazás";"5382370451";"262842";"HUF";"True";"1522615229.0";"0"
"278";"5070 4465 7022 6023";"DINERS";"1022";"ruházat";"5382369937";"21962";"HUF";"True";"1522615247.0";"0"
"1673";"6831 1791 2809 0561";"MASTERCARD";"1031";"egészség";"5382371332";"10379";"HUF";"True";"1522615248.0";"0"
"404";"8006 4228 9463 1621";"MASTERCARD";"1030";"egészség";"5382370063";"25064";"HUF";"True";"1522615272.0";"0"
"1404";"6542 7060 6908 2190";"VISA";"1061";"szórakozás";"5382371063";"1232";"HUF";"True";"1522615287.0";"0"
"855";"5605 5487 5731 8741";"VISA";"1011";"étterem";"5382370514";"3900";"HUF";"True";"1522615303.0";"0"
"622";"9636 0824 6567 5090";"VISA";"1041";"elektronikai";"5382370281";"23148";"HUF";"True";"1522615312.0";"0"
"1181";"4349 0231 9660 2590";"VISA";"1040";"elektronikai";"5382370840";"173049";"HUF";"True";"1522615329.0";"0"
"1639";"8989 8891 0744 7647";"JCB";"1071";"könyv";"5382371298";"2056";"HUF";"True";"1522615359.0";"0"
"86";"3494 2421 5232 5605";"MAESTRO";"1003";"élelmiszer";"5382369745";"13739";"HUF";"True";"1522615378.0";"0"
"1144";"0950 9243 6487 0559";"MASTERCARD";"1061";"szórakozás";"5382370803";"1450";"HUF";"True";"1522615404.0";"0"
"2328";"0332 4183 7063 2286";"VISA";"1001";"élelmiszer";"5382371987";"24821";"HUF";"True";"1522615476.0";"0"
"1983";"3263 8795 1362 2099";"MASTERCARD";"1070";"könyv";"5382371642";"6639";"HUF";"True";"1522615484.0";"0"
"1659";"9594 9936 9809 8520";"VISA";"1050";"üzemanyag";"5382371318";"7713";"HUF";"True";"1522615521.0";"0"
"793";"5174 7321 1862 2599";"JCB";"1062";"szórakozás";"5382370452";"6675";"HUF";"True";"1522615529.0";"1"
"405";"8006 4228 9463 1621";"MASTERCARD";"1051";"üzemanyag";"5382370064";"9933";"HUF";"True";"1522615572.0";"0"
"51";"6010 8546 8665 7372";"VISA";"1050";"üzemanyag";"5382369710";"16477";"HUF";"True";"1522615575.0";"0"
"1405";"6542 7060 6908 2190";"VISA";"1002";"élelmiszer";"5382371064";"16960";"HUF";"True";"1522615587.0";"0"
"856";"5605 5487 5731 8741";"VISA";"1061";"szórakozás";"5382370515";"3613";"HUF";"True";"1522615603.0";"0"
"623";"9636 0824 6567 5090";"VISA";"1041";"elektronikai";"5382370282";"200191";"HUF";"True";"1522615612.0";"0"
"1182";"4349 0231 9660 2590";"VISA";"1062";"szórakozás";"5382370841";"1276";"HUF";"True";"1522615629.0";"0"
"1640";"8989 8891 0744 7647";"JCB";"1060";"szórakozás";"5382371299";"3431";"HUF";"True";"1522615659.0";"0"
"87";"3494 2421 5232 5605";"MAESTRO";"1062";"szórakozás";"5382369746";"7986";"HUF";"True";"1522615678.0";"0"
"1145";"0950 9243 6487 0559";"MASTERCARD";"1081";"utazás";"5382370804";"134570";"HUF";"True";"1522615704.0";"0"
"2329";"0332 4183 7063 2286";"VISA";"1071";"könyv";"5382371988";"4321";"HUF";"True";"1522615776.0";"0"
"1984";"3263 8795 1362 2099";"MASTERCARD";"1052";"üzemanyag";"5382371643";"11795";"HUF";"True";"1522615784.0";"1"
"794";"5174 7321 1862 2599";"JCB";"1021";"ruházat";"5382370453";"21923";"HUF";"True";"1522615829.0";"0"
"406";"8006 4228 9463 1621";"MASTERCARD";"1062";"szórakozás";"5382370065";"5448";"HUF";"True";"1522615872.0";"1"
"1406";"6542 7060 6908 2190";"VISA";"1080";"utazás";"5382371065";"215169";"HUF";"True";"1522615887.0";"0"
"857";"5605 5487 5731 8741";"VISA";"1052";"üzemanyag";"5382370516";"14428";"HUF";"True";"1522615903.0";"0"
"361";"9745 9777 6274 1868";"AMEX";"1001";"élelmiszer";"5382370020";"31669";"HUF";"True";"1522615906.0";"0"
"624";"9636 0824 6567 5090";"VISA";"1003";"élelmiszer";"5382370283";"14728";"HUF";"True";"1522615912.0";"0"
"1183";"4349 0231 9660 2590";"VISA";"1060";"szórakozás";"5382370842";"5314";"HUF";"True";"1522615929.0";"0"
"1210";"9716 7600 4151 1311";"JCB";"1012";"étterem";"5382370869";"9927";"HUF";"True";"1522615935.0";"0"
"88";"3494 2421 5232 5605";"MAESTRO";"1070";"könyv";"5382369747";"3537";"HUF";"True";"1522615978.0";"0"
"1146";"0950 9243 6487 0559";"MASTERCARD";"1072";"könyv";"5382370805";"5459";"HUF";"True";"1522616004.0";"0"
"1985";"3263 8795 1362 2099";"MASTERCARD";"1041";"elektronikai";"5382371644";"121398";"HUF";"True";"1522616084.0";"0"
"407";"8006 4228 9463 1621";"MASTERCARD";"1032";"egészség";"5382370066";"5120";"HUF";"True";"1522616172.0";"0"
"1407";"6542 7060 6908 2190";"VISA";"1061";"szórakozás";"5382371066";"5650";"HUF";"True";"1522616187.0";"0"
"362";"9745 9777 6274 1868";"AMEX";"1022";"ruházat";"5382370021";"25580";"HUF";"True";"1522616206.0";"0"
"1474";"7981 1995 2134 6803";"MASTERCARD";"1001";"élelmiszer";"5382371133";"12146";"HUF";"True";"1522616209.0";"0"
"625";"9636 0824 6567 5090";"VISA";"1031";"egészség";"5382370284";"5224";"HUF";"True";"1522616212.0";"0"
"1184";"4349 0231 9660 2590";"VISA";"1081";"utazás";"5382370843";"234421";"HUF";"True";"1522616229.0";"0"
"1211";"9716 7600 4151 1311";"JCB";"1071";"könyv";"5382370870";"5866";"HUF";"True";"1522616235.0";"0"
"89";"3494 2421 5232 5605";"MAESTRO";"1081";"utazás";"5382369748";"159378";"HUF";"True";"1522616278.0";"0"
"1147";"0950 9243 6487 0559";"MASTERCARD";"1010";"étterem";"5382370806";"2189";"HUF";"True";"1522616304.0";"0"
"1150";"5191 9131 5907 8062";"VISA";"1072";"könyv";"5382370809";"6027";"HUF";"True";"1522616315.0";"0"
"1986";"3263 8795 1362 2099";"MASTERCARD";"1040";"elektronikai";"5382371645";"173170";"HUF";"True";"1522616384.0";"0"
"1355";"9137 6763 7749 9022";"DINERS";"1022";"ruházat";"5382371014";"25867";"HUF";"True";"1522616457.0";"0"
"408";"8006 4228 9463 1621";"MASTERCARD";"1022";"ruházat";"5382370067";"13134";"HUF";"True";"1522616472.0";"0"
"363";"9745 9777 6274 1868";"AMEX";"1041";"elektronikai";"5382370022";"103942";"HUF";"True";"1522616506.0";"0"
"1475";"7981 1995 2134 6803";"MASTERCARD";"1081";"utazás";"5382371134";"288629";"HUF";"True";"1522616509.0";"0"
"1185";"4349 0231 9660 2590";"VISA";"1071";"könyv";"5382370844";"4962";"HUF";"True";"1522616529.0";"0"
"790";"9228 3269 6437 3944";"VISA";"1032";"egészség";"5382370449";"20001";"HUF";"True";"1522616536.0";"0"
"795";"2481 3735 1002 3402";"VISA";"1052";"üzemanyag";"5382370454";"11086";"HUF";"True";"1522616577.0";"0"
"1148";"0950 9243 6487 0559";"MASTERCARD";"1001";"élelmiszer";"5382370807";"23593";"HUF";"True";"1522616604.0";"0"
"1151";"5191 9131 5907 8062";"VISA";"1052";"üzemanyag";"5382370810";"9320";"HUF";"True";"1522616615.0";"0"
"2162";"8432 7712 5264 1024";"MASTERCARD";"1061";"szórakozás";"5382371821";"2881";"HUF";"True";"1522616668.0";"0"
"1987";"3263 8795 1362 2099";"MASTERCARD";"1010";"étterem";"5382371646";"4288";"HUF";"True";"1522616684.0";"0"
"1356";"9137 6763 7749 9022";"DINERS";"1020";"ruházat";"5382371015";"19061";"HUF";"True";"1522616757.0";"0"
"409";"8006 4228 9463 1621";"MASTERCARD";"1003";"élelmiszer";"5382370068";"11569";"HUF";"True";"1522616772.0";"0"
"364";"9745 9777 6274 1868";"AMEX";"1050";"üzemanyag";"5382370023";"14267";"HUF";"True";"1522616806.0";"0"
"1476";"7981 1995 2134 6803";"MASTERCARD";"1060";"szórakozás";"5382371135";"7390";"HUF";"True";"1522616809.0";"1"
"1186";"4349 0231 9660 2590";"VISA";"1003";"élelmiszer";"5382370845";"2711";"HUF";"True";"1522616829.0";"0"
"1152";"5191 9131 5907 8062";"VISA";"1062";"szórakozás";"5382370811";"4127";"HUF";"True";"1522616915.0";"0"
"2163";"8432 7712 5264 1024";"MASTERCARD";"1030";"egészség";"5382371822";"26821";"HUF";"True";"1522616968.0";"1"
"1357";"9137 6763 7749 9022";"DINERS";"1062";"szórakozás";"5382371016";"6473";"HUF";"True";"1522617057.0";"0"
"410";"8006 4228 9463 1621";"MASTERCARD";"1052";"üzemanyag";"5382370069";"6983";"HUF";"True";"1522617072.0";"0"
"796";"1149 0503 7447 7182";"VISA";"1072";"könyv";"5382370455";"3676";"HUF";"True";"1522617075.0";"0"
"365";"9745 9777 6274 1868";"AMEX";"1031";"egészség";"5382370024";"14927";"HUF";"True";"1522617106.0";"0"
"1477";"7981 1995 2134 6803";"MASTERCARD";"1062";"szórakozás";"5382371136";"4423";"HUF";"True";"1522617109.0";"0"
"1153";"5191 9131 5907 8062";"VISA";"1011";"étterem";"5382370812";"4584";"HUF";"True";"1522617215.0";"0"
"2164";"8432 7712 5264 1024";"MASTERCARD";"1001";"élelmiszer";"5382371823";"19863";"HUF";"True";"1522617268.0";"0"
"1358";"9137 6763 7749 9022";"DINERS";"1051";"üzemanyag";"5382371017";"19803";"HUF";"True";"1522617357.0";"0"
"797";"1149 0503 7447 7182";"VISA";"1003";"élelmiszer";"5382370456";"34357";"HUF";"True";"1522617375.0";"0"
"366";"9745 9777 6274 1868";"AMEX";"1071";"könyv";"5382370025";"2920";"HUF";"True";"1522617406.0";"0"
"279";"8846 9687 7438 9471";"MAESTRO";"1051";"üzemanyag";"5382369938";"9962";"HUF";"True";"1522617433.0";"0"
"1809";"9107 8401 5761 0242";"DINERS";"1062";"szórakozás";"5382371468";"4794";"HUF";"True";"1522617481.0";"0"
"1154";"5191 9131 5907 8062";"VISA";"1030";"egészség";"5382370813";"23405";"HUF";"True";"1522617515.0";"0"
"1988";"6542 7060 6908 2190";"VISA";"1061";"szórakozás";"5382371647";"5192";"HUF";"True";"1522617628.0";"0"
"1359";"9137 6763 7749 9022";"DINERS";"1042";"elektronikai";"5382371018";"26328";"HUF";"True";"1522617657.0";"0"
"798";"1149 0503 7447 7182";"VISA";"1020";"ruházat";"5382370457";"10855";"HUF";"True";"1522617675.0";"0"
"1647";"5112 9244 8071 6349";"JCB";"1052";"üzemanyag";"5382371306";"5603";"HUF";"True";"1522617699.0";"0"
"280";"8846 9687 7438 9471";"MAESTRO";"1052";"üzemanyag";"5382369939";"12266";"HUF";"True";"1522617733.0";"0"
"1810";"9107 8401 5761 0242";"DINERS";"1082";"utazás";"5382371469";"152877";"HUF";"True";"1522617781.0";"1"
"1779";"6907 5150 4603 7400";"MASTERCARD";"1030";"egészség";"5382371438";"24336";"HUF";"True";"1522617869.0";"0"
"1989";"6542 7060 6908 2190";"VISA";"1001";"élelmiszer";"5382371648";"21705";"HUF";"True";"1522617928.0";"0"
"1176";"0384 5602 5349 6894";"MASTERCARD";"1061";"szórakozás";"5382370835";"6650";"HUF";"True";"1522617929.0";"0"
"1360";"9137 6763 7749 9022";"DINERS";"1031";"egészség";"5382371019";"11677";"HUF";"True";"1522617957.0";"0"
"799";"1149 0503 7447 7182";"VISA";"1061";"szórakozás";"5382370458";"7887";"HUF";"True";"1522617975.0";"0"
"1648";"5112 9244 8071 6349";"JCB";"1081";"utazás";"5382371307";"234668";"HUF";"True";"1522617999.0";"0"
"281";"8846 9687 7438 9471";"MAESTRO";"1011";"étterem";"5382369940";"3463";"HUF";"True";"1522618033.0";"0"
"1811";"9107 8401 5761 0242";"DINERS";"1081";"utazás";"5382371470";"269710";"HUF";"True";"1522618081.0";"0"
"1780";"6907 5150 4603 7400";"MASTERCARD";"1041";"elektronikai";"5382371439";"99882";"HUF";"True";"1522618169.0";"0"
"1990";"6542 7060 6908 2190";"VISA";"1020";"ruházat";"5382371649";"7012";"HUF";"True";"1522618228.0";"0"
"1177";"0384 5602 5349 6894";"MASTERCARD";"1062";"szórakozás";"5382370836";"6374";"HUF";"True";"1522618229.0";"0"
"1361";"9137 6763 7749 9022";"DINERS";"1072";"könyv";"5382371020";"3451";"HUF";"True";"1522618257.0";"0"
"800";"1149 0503 7447 7182";"VISA";"1062";"szórakozás";"5382370459";"7636";"HUF";"True";"1522618275.0";"0"
"1649";"5112 9244 8071 6349";"JCB";"1062";"szórakozás";"5382371308";"2838";"HUF";"True";"1522618299.0";"0"
"2401";"9307 2983 9399 1088";"VISA";"1011";"étterem";"5382372060";"8721";"HUF";"True";"1522618400.0";"0"
"1781";"6907 5150 4603 7400";"MASTERCARD";"1003";"élelmiszer";"5382371440";"27878";"HUF";"True";"1522618469.0";"1"
"1991";"6542 7060 6908 2190";"VISA";"1003";"élelmiszer";"5382371650";"22298";"HUF";"True";"1522618528.0";"0"
"1178";"0384 5602 5349 6894";"MASTERCARD";"1050";"üzemanyag";"5382370837";"15133";"HUF";"True";"1522618529.0";"0"
"1650";"5112 9244 8071 6349";"JCB";"1060";"szórakozás";"5382371309";"6287";"HUF";"True";"1522618599.0";"0"
"2244";"9676 7349 5604 7644";"MAESTRO";"1062";"szórakozás";"5382371903";"4514";"HUF";"True";"1522618665.0";"0"
"2368";"7416 8841 5051 9573";"VISA";"1051";"üzemanyag";"5382372027";"17544";"HUF";"True";"1522618674.0";"0"
"540";"9962 3163 0218 2922";"AMEX";"1012";"étterem";"5382370199";"8575";"HUF";"True";"1522618713.0";"0"
"1782";"6907 5150 4603 7400";"MASTERCARD";"1062";"szórakozás";"5382371441";"6427";"HUF";"True";"1522618769.0";"0"
"2405";"7658 8733 3699 5684";"VISA";"1031";"egészség";"5382372064";"3295";"HUF";"True";"1522618790.0";"0"
"1992";"6542 7060 6908 2190";"VISA";"1011";"étterem";"5382371651";"8709";"HUF";"True";"1522618828.0";"0"
"1179";"0384 5602 5349 6894";"MASTERCARD";"1002";"élelmiszer";"5382370838";"20785";"HUF";"True";"1522618829.0";"0"
"1708";"9228 3269 6437 3944";"VISA";"1003";"élelmiszer";"5382371367";"19734";"HUF";"True";"1522618839.0";"0"
"1651";"5112 9244 8071 6349";"JCB";"1022";"ruházat";"5382371310";"25962";"HUF";"True";"1522618899.0";"0"
"1516";"7472 8586 6966 7557";"AMEX";"1062";"szórakozás";"5382371175";"4054";"HUF";"True";"1522618926.0";"0"
"2245";"9676 7349 5604 7644";"MAESTRO";"1002";"élelmiszer";"5382371904";"31180";"HUF";"True";"1522618965.0";"0"
"541";"9962 3163 0218 2922";"AMEX";"1051";"üzemanyag";"5382370200";"12673";"HUF";"True";"1522619013.0";"0"
"1783";"6907 5150 4603 7400";"MASTERCARD";"1010";"étterem";"5382371442";"8138";"HUF";"True";"1522619069.0";"0"
"1993";"6542 7060 6908 2190";"VISA";"1010";"étterem";"5382371652";"5334";"HUF";"True";"1522619128.0";"0"
"1180";"0384 5602 5349 6894";"MASTERCARD";"1030";"egészség";"5382370839";"1949";"HUF";"True";"1522619129.0";"0"
"1709";"9228 3269 6437 3944";"VISA";"1021";"ruházat";"5382371368";"7334";"HUF";"True";"1522619139.0";"0"
"2138";"9389 5074 9701 9866";"AMEX";"1031";"egészség";"5382371797";"24098";"HUF";"True";"1522619213.0";"0"
"1517";"7472 8586 6966 7557";"AMEX";"1041";"elektronikai";"5382371176";"24262";"HUF";"True";"1522619226.0";"0"
"2246";"9676 7349 5604 7644";"MAESTRO";"1051";"üzemanyag";"5382371905";"6079";"HUF";"True";"1522619265.0";"0"
"542";"9962 3163 0218 2922";"AMEX";"1031";"egészség";"5382370201";"10496";"HUF";"True";"1522619313.0";"0"
"1994";"6542 7060 6908 2190";"VISA";"1040";"elektronikai";"5382371653";"113051";"HUF";"True";"1522619428.0";"0"
"1710";"9228 3269 6437 3944";"VISA";"1071";"könyv";"5382371369";"2179";"HUF";"True";"1522619439.0";"0"
"1518";"7472 8586 6966 7557";"AMEX";"1030";"egészség";"5382371177";"19462";"HUF";"True";"1522619526.0";"0"
"2247";"9676 7349 5604 7644";"MAESTRO";"1081";"utazás";"5382371906";"277064";"HUF";"True";"1522619565.0";"0"
"543";"9962 3163 0218 2922";"AMEX";"1030";"egészség";"5382370202";"10922";"HUF";"True";"1522619613.0";"0"
"1097";"9716 0201 0277 2847";"MAESTRO";"1041";"elektronikai";"5382370756";"60746";"HUF";"True";"1522619658.0";"0"
"1995";"6542 7060 6908 2190";"VISA";"1061";"szórakozás";"5382371654";"3220";"HUF";"True";"1522619728.0";"0"
"1711";"9228 3269 6437 3944";"VISA";"1012";"étterem";"5382371370";"3240";"HUF";"True";"1522619739.0";"0"
"1519";"7472 8586 6966 7557";"AMEX";"1020";"ruházat";"5382371178";"18896";"HUF";"True";"1522619826.0";"0"
"2248";"9676 7349 5604 7644";"MAESTRO";"1002";"élelmiszer";"5382371907";"22632";"HUF";"True";"1522619865.0";"0"
"544";"9962 3163 0218 2922";"AMEX";"1002";"élelmiszer";"5382370203";"34942";"HUF";"True";"1522619913.0";"0"
"2192";"5368 6183 9828 5400";"DINERS";"1080";"utazás";"5382371851";"154135";"HUF";"True";"1522619952.0";"0"
"1098";"9716 0201 0277 2847";"MAESTRO";"1041";"elektronikai";"5382370757";"44431";"HUF";"True";"1522619958.0";"0"
"1996";"6542 7060 6908 2190";"VISA";"1061";"szórakozás";"5382371655";"1037";"HUF";"True";"1522620028.0";"0"
"1712";"9228 3269 6437 3944";"VISA";"1002";"élelmiszer";"5382371371";"7461";"HUF";"True";"1522620039.0";"0"
"638";"4867 1942 4429 6101";"JCB";"1072";"könyv";"5382370297";"4803";"HUF";"True";"1522620100.0";"0"
"61";"5507 4514 7390 3146";"DINERS";"1012";"étterem";"5382369720";"3249";"HUF";"True";"1522620116.0";"0"
"1520";"7472 8586 6966 7557";"AMEX";"1050";"üzemanyag";"5382371179";"8816";"HUF";"True";"1522620126.0";"0"
"1509";"7211 6223 5172 3593";"JCB";"1082";"utazás";"5382371168";"122767";"HUF";"True";"1522620140.0";"0"
"2249";"9676 7349 5604 7644";"MAESTRO";"1041";"elektronikai";"5382371908";"88618";"HUF";"True";"1522620165.0";"0"
"172";"3092 2548 3203 0489";"AMEX";"1001";"élelmiszer";"5382369831";"31016";"HUF";"True";"1522620196.0";"0"
"545";"9962 3163 0218 2922";"AMEX";"1032";"egészség";"5382370204";"19856";"HUF";"True";"1522620213.0";"0"
"2193";"5368 6183 9828 5400";"DINERS";"1012";"étterem";"5382371852";"7313";"HUF";"True";"1522620252.0";"0"
"1099";"9716 0201 0277 2847";"MAESTRO";"1020";"ruházat";"5382370758";"26080";"HUF";"True";"1522620258.0";"0"
"1997";"6542 7060 6908 2190";"VISA";"1010";"étterem";"5382371656";"6838";"HUF";"True";"1522620328.0";"0"
"1713";"9228 3269 6437 3944";"VISA";"1081";"utazás";"5382371372";"110193";"HUF";"True";"1522620339.0";"0"
"2385";"4229 6785 1482 8902";"JCB";"1040";"elektronikai";"5382372044";"194752";"HUF";"True";"1522620348.0";"0"
"639";"4867 1942 4429 6101";"JCB";"1031";"egészség";"5382370298";"20014";"HUF";"True";"1522620400.0";"0"
"62";"5507 4514 7390 3146";"DINERS";"1060";"szórakozás";"5382369721";"7090";"HUF";"True";"1522620416.0";"0"
"1510";"7211 6223 5172 3593";"JCB";"1020";"ruházat";"5382371169";"19690";"HUF";"True";"1522620440.0";"0"
"2250";"9676 7349 5604 7644";"MAESTRO";"1011";"étterem";"5382371909";"6962";"HUF";"True";"1522620465.0";"0"
"173";"3092 2548 3203 0489";"AMEX";"1003";"élelmiszer";"5382369832";"26863";"HUF";"True";"1522620496.0";"0"
"2194";"5368 6183 9828 5400";"DINERS";"1050";"üzemanyag";"5382371853";"19913";"HUF";"True";"1522620552.0";"0"
"1100";"9716 0201 0277 2847";"MAESTRO";"1041";"elektronikai";"5382370759";"42402";"HUF";"True";"1522620558.0";"0"
"1998";"6542 7060 6908 2190";"VISA";"1062";"szórakozás";"5382371657";"4649";"HUF";"True";"1522620628.0";"0"
"1714";"9228 3269 6437 3944";"VISA";"1042";"elektronikai";"5382371373";"114942";"HUF";"True";"1522620639.0";"0"
"640";"4867 1942 4429 6101";"JCB";"1052";"üzemanyag";"5382370299";"18786";"HUF";"True";"1522620700.0";"0"
"63";"5507 4514 7390 3146";"DINERS";"1042";"elektronikai";"5382369722";"168343";"HUF";"True";"1522620716.0";"0"
"1511";"7211 6223 5172 3593";"JCB";"1080";"utazás";"5382371170";"203986";"HUF";"True";"1522620740.0";"0"
"2251";"9676 7349 5604 7644";"MAESTRO";"1082";"utazás";"5382371910";"224916";"HUF";"True";"1522620765.0";"1"
"174";"3092 2548 3203 0489";"AMEX";"1081";"utazás";"5382369833";"330647";"HUF";"True";"1522620796.0";"0"
"2195";"5368 6183 9828 5400";"DINERS";"1072";"könyv";"5382371854";"2490";"HUF";"True";"1522620852.0";"0"
"1101";"9716 0201 0277 2847";"MAESTRO";"1030";"egészség";"5382370760";"24666";"HUF";"True";"1522620858.0";"0"
"1854";"5695 3488 1041 1965";"MASTERCARD";"1010";"étterem";"5382371513";"8125";"HUF";"True";"1522620872.0";"0"
"1999";"6542 7060 6908 2190";"VISA";"1050";"üzemanyag";"5382371658";"15677";"HUF";"True";"1522620928.0";"0"
"1715";"9228 3269 6437 3944";"VISA";"1080";"utazás";"5382371374";"119038";"HUF";"True";"1522620939.0";"0"
"641";"4867 1942 4429 6101";"JCB";"1002";"élelmiszer";"5382370300";"31295";"HUF";"True";"1522621000.0";"0"
"64";"5507 4514 7390 3146";"DINERS";"1021";"ruházat";"5382369723";"5236";"HUF";"True";"1522621016.0";"0"
"1512";"7211 6223 5172 3593";"JCB";"1070";"könyv";"5382371171";"5954";"HUF";"True";"1522621040.0";"1"
"2252";"9676 7349 5604 7644";"MAESTRO";"1042";"elektronikai";"5382371911";"177873";"HUF";"True";"1522621065.0";"0"
"175";"3092 2548 3203 0489";"AMEX";"1082";"utazás";"5382369834";"91980";"HUF";"True";"1522621096.0";"0"
"1029";"3105 2499 8842 1929";"JCB";"1072";"könyv";"5382370688";"5587";"HUF";"True";"1522621136.0";"0"
"2196";"5368 6183 9828 5400";"DINERS";"1020";"ruházat";"5382371855";"13096";"HUF";"True";"1522621152.0";"0"
"1102";"9716 0201 0277 2847";"MAESTRO";"1020";"ruházat";"5382370761";"13532";"HUF";"True";"1522621158.0";"0"
"216";"0474 3133 3806 9786";"MAESTRO";"1040";"elektronikai";"5382369875";"248559";"HUF";"True";"1522621226.0";"0"
"1716";"9228 3269 6437 3944";"VISA";"1072";"könyv";"5382371375";"5562";"HUF";"True";"1522621239.0";"0"
"1013";"8899 3304 8232 0681";"VISA";"1041";"elektronikai";"5382370672";"245311";"HUF";"True";"1522621272.0";"0"
"642";"4867 1942 4429 6101";"JCB";"1002";"élelmiszer";"5382370301";"3642";"HUF";"True";"1522621300.0";"1"
"65";"5507 4514 7390 3146";"DINERS";"1011";"étterem";"5382369724";"3668";"HUF";"True";"1522621316.0";"0"
"1513";"7211 6223 5172 3593";"JCB";"1040";"elektronikai";"5382371172";"14534";"HUF";"True";"1522621340.0";"0"
"2253";"9676 7349 5604 7644";"MAESTRO";"1051";"üzemanyag";"5382371912";"17142";"HUF";"True";"1522621365.0";"0"
"176";"3092 2548 3203 0489";"AMEX";"1010";"étterem";"5382369835";"4355";"HUF";"True";"1522621396.0";"0"
"1030";"3105 2499 8842 1929";"JCB";"1032";"egészség";"5382370689";"22922";"HUF";"True";"1522621436.0";"0"
"2197";"5368 6183 9828 5400";"DINERS";"1060";"szórakozás";"5382371856";"1858";"HUF";"True";"1522621452.0";"0"
"2352";"1266 4787 9884 6838";"DINERS";"1010";"étterem";"5382372011";"6777";"HUF";"True";"1522621455.0";"0"
"1103";"9716 0201 0277 2847";"MAESTRO";"1040";"elektronikai";"5382370762";"37479";"HUF";"True";"1522621458.0";"0"
"1606";"3489 5516 1858 4289";"JCB";"1032";"egészség";"5382371265";"17233";"HUF";"True";"1522621478.0";"0"
"217";"0474 3133 3806 9786";"MAESTRO";"1002";"élelmiszer";"5382369876";"21543";"HUF";"True";"1522621526.0";"0"
"1717";"9228 3269 6437 3944";"VISA";"1082";"utazás";"5382371376";"91497";"HUF";"True";"1522621539.0";"0"
"643";"4867 1942 4429 6101";"JCB";"1020";"ruházat";"5382370302";"12484";"HUF";"True";"1522621600.0";"0"
"66";"5507 4514 7390 3146";"DINERS";"1051";"üzemanyag";"5382369725";"9708";"HUF";"True";"1522621616.0";"0"
"1514";"7211 6223 5172 3593";"JCB";"1082";"utazás";"5382371173";"312589";"HUF";"True";"1522621640.0";"0"
"2254";"9676 7349 5604 7644";"MAESTRO";"1061";"szórakozás";"5382371913";"2718";"HUF";"True";"1522621665.0";"0"
"177";"3092 2548 3203 0489";"AMEX";"1002";"élelmiszer";"5382369836";"5564";"HUF";"True";"1522621696.0";"0"
"1031";"3105 2499 8842 1929";"JCB";"1040";"elektronikai";"5382370690";"237527";"HUF";"True";"1522621736.0";"0"
"2198";"5368 6183 9828 5400";"DINERS";"1081";"utazás";"5382371857";"110225";"HUF";"True";"1522621752.0";"0"
"2353";"1266 4787 9884 6838";"DINERS";"1001";"élelmiszer";"5382372012";"21738";"HUF";"True";"1522621755.0";"0"
"1104";"9716 0201 0277 2847";"MAESTRO";"1021";"ruházat";"5382370763";"19815";"HUF";"True";"1522621758.0";"0"
"858";"9541 6398 9718 7156";"MAESTRO";"1012";"étterem";"5382370517";"5723";"HUF";"True";"1522621797.0";"0"
"218";"0474 3133 3806 9786";"MAESTRO";"1003";"élelmiszer";"5382369877";"20083";"HUF";"True";"1522621826.0";"0"
